Geography,Geographic Area Name,population_black,population_american_indian,population_asian,population_hispanic
1400000US12053041104,Census Tract 411.04; Hernando County; Florida,47,0,26,731
1400000US12053041105,Census Tract 411.05; Hernando County; Florida,555,17,181,1186
1400000US12053041106,Census Tract 411.06; Hernando County; Florida,0,0,43,1242
1400000US12053041201,Census Tract 412.01; Hernando County; Florida,381,3,9,1206
1400000US12053041203,Census Tract 412.03; Hernando County; Florida,35,0,27,798
1400000US12053041204,Census Tract 412.04; Hernando County; Florida,63,5,17,662
1400000US12053041302,Census Tract 413.02; Hernando County; Florida,222,0,0,856
1400000US12053041303,Census Tract 413.03; Hernando County; Florida,0,5,33,61
1400000US12053041304,Census Tract 413.04; Hernando County; Florida,38,0,0,223
1400000US12053041305,Census Tract 413.05; Hernando County; Florida,0,0,8,22
1400000US12053041401,Census Tract 414.01; Hernando County; Florida,492,64,0,1254
1400000US12053041402,Census Tract 414.02; Hernando County; Florida,108,6,26,990
1400000US12053041501,Census Tract 415.01; Hernando County; Florida,0,0,36,211
1400000US12053041502,Census Tract 415.02; Hernando County; Florida,184,3,0,1033
1400000US12053041601,Census Tract 416.01; Hernando County; Florida,230,0,0,231
1400000US12053041602,Census Tract 416.02; Hernando County; Florida,0,1,0,48
1400000US12053990000,Census Tract 9900; Hernando County; Florida,0,0,0,0
1400000US12055960101,Census Tract 9601.01; Highlands County; Florida,2,17,0,303
1400000US12055960102,Census Tract 9601.02; Highlands County; Florida,649,0,6,135
1400000US12055960104,Census Tract 9601.04; Highlands County; Florida,208,3,71,555
1400000US12055960105,Census Tract 9601.05; Highlands County; Florida,250,10,74,453
1400000US12055960200,Census Tract 9602; Highlands County; Florida,704,34,21,597
1400000US12055960300,Census Tract 9603; Highlands County; Florida,1147,0,0,2004
1400000US12055960401,Census Tract 9604.01; Highlands County; Florida,537,0,84,1072
1400000US12055960402,Census Tract 9604.02; Highlands County; Florida,314,0,84,1383
1400000US12055960501,Census Tract 9605.01; Highlands County; Florida,37,0,0,369
1400000US12055960503,Census Tract 9605.03; Highlands County; Florida,325,0,488,1173
1400000US12055960504,Census Tract 9605.04; Highlands County; Florida,195,0,21,465
1400000US12055960601,Census Tract 9606.01; Highlands County; Florida,161,0,42,1156
1400000US12055960602,Census Tract 9606.02; Highlands County; Florida,131,0,12,828
1400000US12055960700,Census Tract 9607; Highlands County; Florida,414,0,51,907
1400000US12055960800,Census Tract 9608; Highlands County; Florida,211,0,74,665
1400000US12055960900,Census Tract 9609; Highlands County; Florida,1537,0,101,248
1400000US12055961000,Census Tract 9610; Highlands County; Florida,27,0,50,1073
1400000US12055961100,Census Tract 9611; Highlands County; Florida,340,0,0,1062
1400000US12055961201,Census Tract 9612.01; Highlands County; Florida,437,6,0,710
1400000US12055961202,Census Tract 9612.02; Highlands County; Florida,93,0,0,434
1400000US12055961301,Census Tract 9613.01; Highlands County; Florida,339,0,70,1257
1400000US12055961303,Census Tract 9613.03; Highlands County; Florida,0,0,0,132
1400000US12055961304,Census Tract 9613.04; Highlands County; Florida,0,0,0,399
1400000US12055961401,Census Tract 9614.01; Highlands County; Florida,88,0,0,273
1400000US12055961402,Census Tract 9614.02; Highlands County; Florida,10,30,211,57
1400000US12055961500,Census Tract 9615; Highlands County; Florida,55,1,68,757
1400000US12055961601,Census Tract 9616.01; Highlands County; Florida,0,29,0,194
1400000US12055961602,Census Tract 9616.02; Highlands County; Florida,63,0,0,70
1400000US12055961604,Census Tract 9616.04; Highlands County; Florida,293,10,0,1038
1400000US12055961605,Census Tract 9616.05; Highlands County; Florida,524,0,18,848
1400000US12055961701,Census Tract 9617.01; Highlands County; Florida,229,0,0,760
1400000US12055961702,Census Tract 9617.02; Highlands County; Florida,179,10,13,932
1400000US12055980000,Census Tract 9800; Highlands County; Florida,9,0,0,1
1400000US12055980100,Census Tract 9801; Highlands County; Florida,0,0,0,0
1400000US12055980200,Census Tract 9802; Highlands County; Florida,0,0,0,0
1400000US12057000101,Census Tract 1.01; Hillsborough County; Florida,886,0,385,1034
1400000US12057000102,Census Tract 1.02; Hillsborough County; Florida,2043,0,257,2637
1400000US12057000201,Census Tract 2.01; Hillsborough County; Florida,765,0,18,1354
1400000US12057000202,Census Tract 2.02; Hillsborough County; Florida,2072,13,75,2572
1400000US12057000301,Census Tract 3.01; Hillsborough County; Florida,1785,0,22,2099
1400000US12057000302,Census Tract 3.02; Hillsborough County; Florida,1145,0,43,1376
1400000US12057000401,Census Tract 4.01; Hillsborough County; Florida,367,0,75,866
1400000US12057000402,Census Tract 4.02; Hillsborough County; Florida,517,0,10,1659
1400000US12057000500,Census Tract 5; Hillsborough County; Florida,87,4,73,1651
1400000US12057000601,Census Tract 6.01; Hillsborough County; Florida,574,0,172,2361
1400000US12057000602,Census Tract 6.02; Hillsborough County; Florida,305,0,81,1783
1400000US12057000701,Census Tract 7.01; Hillsborough County; Florida,2249,0,1,901
1400000US12057000702,Census Tract 7.02; Hillsborough County; Florida,1073,0,0,669
1400000US12057000800,Census Tract 8; Hillsborough County; Florida,1211,0,40,1646
1400000US12057000901,Census Tract 9.01; Hillsborough County; Florida,958,0,58,1003
1400000US12057000902,Census Tract 9.02; Hillsborough County; Florida,2808,0,49,475
1400000US12057001001,Census Tract 10.01; Hillsborough County; Florida,2289,56,0,575
1400000US12057001002,Census Tract 10.02; Hillsborough County; Florida,4079,0,0,1045
1400000US12057001100,Census Tract 11; Hillsborough County; Florida,850,0,5,317
1400000US12057001200,Census Tract 12; Hillsborough County; Florida,902,0,56,809
1400000US12057001300,Census Tract 13; Hillsborough County; Florida,282,0,174,2769
1400000US12057001400,Census Tract 14; Hillsborough County; Florida,254,0,50,2889
1400000US12057001500,Census Tract 15; Hillsborough County; Florida,322,0,46,579
1400000US12057001600,Census Tract 16; Hillsborough County; Florida,189,0,12,643
1400000US12057001700,Census Tract 17; Hillsborough County; Florida,1733,0,24,956
1400000US12057001800,Census Tract 18; Hillsborough County; Florida,3579,0,12,1080
1400000US12057001900,Census Tract 19; Hillsborough County; Florida,2467,0,0,659
1400000US12057002000,Census Tract 20; Hillsborough County; Florida,1771,0,10,569
1400000US12057002100,Census Tract 21; Hillsborough County; Florida,540,0,78,631
1400000US12057002200,Census Tract 22; Hillsborough County; Florida,227,0,0,417
1400000US12057002300,Census Tract 23; Hillsborough County; Florida,316,0,20,458
1400000US12057002400,Census Tract 24; Hillsborough County; Florida,183,0,6,2024
1400000US12057002500,Census Tract 25; Hillsborough County; Florida,943,0,277,3938
1400000US12057002600,Census Tract 26; Hillsborough County; Florida,76,0,53,836
1400000US12057002701,Census Tract 27.01; Hillsborough County; Florida,374,0,95,2766
1400000US12057002702,Census Tract 27.02; Hillsborough County; Florida,39,0,20,2159
1400000US12057002800,Census Tract 28; Hillsborough County; Florida,223,0,19,694
1400000US12057002900,Census Tract 29; Hillsborough County; Florida,296,0,13,886
1400000US12057003000,Census Tract 30; Hillsborough County; Florida,1738,0,7,667
1400000US12057003100,Census Tract 31; Hillsborough County; Florida,1393,0,0,860
1400000US12057003200,Census Tract 32; Hillsborough County; Florida,1002,0,20,806
1400000US12057003300,Census Tract 33; Hillsborough County; Florida,629,8,32,940
1400000US12057003400,Census Tract 34; Hillsborough County; Florida,2742,0,5,529
1400000US12057003500,Census Tract 35; Hillsborough County; Florida,1728,3,0,322
1400000US12057003600,Census Tract 36; Hillsborough County; Florida,2562,6,0,1346
1400000US12057003700,Census Tract 37; Hillsborough County; Florida,421,0,47,442
1400000US12057003800,Census Tract 38; Hillsborough County; Florida,394,0,99,142
1400000US12057004100,Census Tract 41; Hillsborough County; Florida,664,2,0,764
1400000US12057004200,Census Tract 42; Hillsborough County; Florida,420,0,48,479
1400000US12057004300,Census Tract 43; Hillsborough County; Florida,749,0,0,334
1400000US12057004400,Census Tract 44; Hillsborough County; Florida,823,0,0,894
1400000US12057004500,Census Tract 45; Hillsborough County; Florida,558,0,77,2479
1400000US12057004601,Census Tract 46.01; Hillsborough County; Florida,721,0,242,928
1400000US12057004602,Census Tract 46.02; Hillsborough County; Florida,537,0,99,590
1400000US12057004700,Census Tract 47; Hillsborough County; Florida,66,0,117,1120
1400000US12057004800,Census Tract 48; Hillsborough County; Florida,314,0,250,1690
1400000US12057004901,Census Tract 49.01; Hillsborough County; Florida,752,9,12,417
1400000US12057004902,Census Tract 49.02; Hillsborough County; Florida,197,0,183,469
1400000US12057005000,Census Tract 50; Hillsborough County; Florida,877,0,237,1291
1400000US12057005101,Census Tract 51.01; Hillsborough County; Florida,386,10,233,867
1400000US12057005102,Census Tract 51.02; Hillsborough County; Florida,57,0,326,627
1400000US12057005301,Census Tract 53.01; Hillsborough County; Florida,128,0,241,423
1400000US12057005302,Census Tract 53.02; Hillsborough County; Florida,150,0,0,1237
1400000US12057005401,Census Tract 54.01; Hillsborough County; Florida,17,0,106,578
1400000US12057005500,Census Tract 55; Hillsborough County; Florida,65,0,119,408
1400000US12057005700,Census Tract 57; Hillsborough County; Florida,21,0,289,883
1400000US12057005800,Census Tract 58; Hillsborough County; Florida,72,0,276,741
1400000US12057005900,Census Tract 59; Hillsborough County; Florida,158,14,201,833
1400000US12057006000,Census Tract 60; Hillsborough County; Florida,216,0,154,477
1400000US12057006101,Census Tract 61.01; Hillsborough County; Florida,22,0,101,474
1400000US12057006103,Census Tract 61.03; Hillsborough County; Florida,245,7,41,499
1400000US12057006200,Census Tract 62; Hillsborough County; Florida,29,3,173,406
1400000US12057006300,Census Tract 63; Hillsborough County; Florida,72,0,255,838
1400000US12057006400,Census Tract 64; Hillsborough County; Florida,0,0,108,739
1400000US12057006501,Census Tract 65.01; Hillsborough County; Florida,108,0,77,519
1400000US12057006503,Census Tract 65.03; Hillsborough County; Florida,102,7,56,163
1400000US12057006504,Census Tract 65.04; Hillsborough County; Florida,26,2,0,29
1400000US12057006600,Census Tract 66; Hillsborough County; Florida,344,0,101,1207
1400000US12057006700,Census Tract 67; Hillsborough County; Florida,305,0,504,768
1400000US12057006801,Census Tract 68.01; Hillsborough County; Florida,296,0,149,515
1400000US12057006802,Census Tract 68.02; Hillsborough County; Florida,113,0,99,581
1400000US12057006900,Census Tract 69; Hillsborough County; Florida,366,0,108,328
1400000US12057007001,Census Tract 70.01; Hillsborough County; Florida,587,0,546,429
1400000US12057007002,Census Tract 70.02; Hillsborough County; Florida,494,0,75,926
1400000US12057007102,Census Tract 71.02; Hillsborough County; Florida,292,0,161,428
1400000US12057007103,Census Tract 71.03; Hillsborough County; Florida,128,0,238,715
1400000US12057007200,Census Tract 72; Hillsborough County; Florida,644,0,49,635
1400000US12057007300,Census Tract 73; Hillsborough County; Florida,377,0,3,453
1400000US12057010105,Census Tract 101.05; Hillsborough County; Florida,107,13,103,1805
1400000US12057010106,Census Tract 101.06; Hillsborough County; Florida,48,2,8,1254
1400000US12057010107,Census Tract 101.07; Hillsborough County; Florida,33,5,0,496
1400000US12057010108,Census Tract 101.08; Hillsborough County; Florida,12,0,0,229
1400000US12057010203,Census Tract 102.03; Hillsborough County; Florida,580,0,130,343
1400000US12057010204,Census Tract 102.04; Hillsborough County; Florida,829,0,83,2007
1400000US12057010210,Census Tract 102.10; Hillsborough County; Florida,706,0,1295,1240
1400000US12057010211,Census Tract 102.11; Hillsborough County; Florida,1190,0,236,854
1400000US12057010212,Census Tract 102.12; Hillsborough County; Florida,733,0,611,716
1400000US12057010213,Census Tract 102.13; Hillsborough County; Florida,477,0,55,480
1400000US12057010215,Census Tract 102.15; Hillsborough County; Florida,1579,0,1050,2186
1400000US12057010216,Census Tract 102.16; Hillsborough County; Florida,899,0,1703,1826
1400000US12057010217,Census Tract 102.17; Hillsborough County; Florida,1110,11,762,1217
1400000US12057010218,Census Tract 102.18; Hillsborough County; Florida,607,6,473,1348
1400000US12057010303,Census Tract 103.03; Hillsborough County; Florida,119,0,0,336
1400000US12057010304,Census Tract 103.04; Hillsborough County; Florida,229,10,232,580
1400000US12057010305,Census Tract 103.05; Hillsborough County; Florida,954,6,602,661
1400000US12057010401,Census Tract 104.01; Hillsborough County; Florida,1266,0,182,1746
1400000US12057010402,Census Tract 104.02; Hillsborough County; Florida,3486,0,538,1153
1400000US12057010501,Census Tract 105.01; Hillsborough County; Florida,4114,0,0,1443
1400000US12057010502,Census Tract 105.02; Hillsborough County; Florida,1663,4,0,498
1400000US12057010600,Census Tract 106; Hillsborough County; Florida,695,0,47,988
1400000US12057010701,Census Tract 107.01; Hillsborough County; Florida,607,0,271,876
1400000US12057010702,Census Tract 107.02; Hillsborough County; Florida,878,0,137,478
1400000US12057010805,Census Tract 108.05; Hillsborough County; Florida,3229,0,43,2450
1400000US12057010808,Census Tract 108.08; Hillsborough County; Florida,1651,0,16,1355
1400000US12057010809,Census Tract 108.09; Hillsborough County; Florida,692,0,228,363
1400000US12057010810,Census Tract 108.10; Hillsborough County; Florida,1232,9,668,824
1400000US12057010811,Census Tract 108.11; Hillsborough County; Florida,1767,0,906,918
1400000US12057010814,Census Tract 108.14; Hillsborough County; Florida,1071,0,277,500
1400000US12057010815,Census Tract 108.15; Hillsborough County; Florida,656,0,5,1106
1400000US12057010816,Census Tract 108.16; Hillsborough County; Florida,1900,0,106,1308
1400000US12057010817,Census Tract 108.17; Hillsborough County; Florida,796,5,117,2461
1400000US12057010819,Census Tract 108.19; Hillsborough County; Florida,295,0,342,297
1400000US12057010820,Census Tract 108.20; Hillsborough County; Florida,380,13,155,702
1400000US12057010821,Census Tract 108.21; Hillsborough County; Florida,733,0,17,1886
1400000US12057010822,Census Tract 108.22; Hillsborough County; Florida,559,0,38,1077
1400000US12057010823,Census Tract 108.23; Hillsborough County; Florida,602,0,327,466
1400000US12057010824,Census Tract 108.24; Hillsborough County; Florida,503,0,175,878
1400000US12057010900,Census Tract 109; Hillsborough County; Florida,686,19,389,1254
1400000US12057011003,Census Tract 110.03; Hillsborough County; Florida,828,0,147,2363
1400000US12057011005,Census Tract 110.05; Hillsborough County; Florida,162,11,139,525
1400000US12057011006,Census Tract 110.06; Hillsborough County; Florida,187,0,293,1708
1400000US12057011007,Census Tract 110.07; Hillsborough County; Florida,609,0,164,693
1400000US12057011008,Census Tract 110.08; Hillsborough County; Florida,902,0,1467,802
1400000US12057011010,Census Tract 110.10; Hillsborough County; Florida,1162,0,461,763
1400000US12057011013,Census Tract 110.13; Hillsborough County; Florida,824,0,1039,466
1400000US12057011016,Census Tract 110.16; Hillsborough County; Florida,387,0,1154,939
