Geography,Geographic Area Name,median_household_income
1400000US12095015702,Census Tract 157.02; Orange County; Florida,117237
1400000US12095015801,Census Tract 158.01; Orange County; Florida,178393
1400000US12095015802,Census Tract 158.02; Orange County; Florida,216042
1400000US12095015901,Census Tract 159.01; Orange County; Florida,60706
1400000US12095016001,Census Tract 160.01; Orange County; Florida,82083
1400000US12095016002,Census Tract 160.02; Orange County; Florida,194327
1400000US12095016100,Census Tract 161; Orange County; Florida,132569
1400000US12095016200,Census Tract 162; Orange County; Florida,82500
1400000US12095016301,Census Tract 163.01; Orange County; Florida,51679
1400000US12095016302,Census Tract 163.02; Orange County; Florida,46932
1400000US12095016402,Census Tract 164.02; Orange County; Florida,49254
1400000US12095016406,Census Tract 164.06; Orange County; Florida,59408
1400000US12095016407,Census Tract 164.07; Orange County; Florida,56268
1400000US12095016408,Census Tract 164.08; Orange County; Florida,70804
1400000US12095016409,Census Tract 164.09; Orange County; Florida,118594
1400000US12095016411,Census Tract 164.11; Orange County; Florida,85952
1400000US12095016412,Census Tract 164.12; Orange County; Florida,80694
1400000US12095016413,Census Tract 164.13; Orange County; Florida,54137
1400000US12095016414,Census Tract 164.14; Orange County; Florida,62983
1400000US12095016503,Census Tract 165.03; Orange County; Florida,87428
1400000US12095016504,Census Tract 165.04; Orange County; Florida,58125
1400000US12095016505,Census Tract 165.05; Orange County; Florida,59735
1400000US12095016509,Census Tract 165.09; Orange County; Florida,58024
1400000US12095016510,Census Tract 165.10; Orange County; Florida,32799
1400000US12095016511,Census Tract 165.11; Orange County; Florida,86343
1400000US12095016512,Census Tract 165.12; Orange County; Florida,56914
1400000US12095016513,Census Tract 165.13; Orange County; Florida,61369
1400000US12095016514,Census Tract 165.14; Orange County; Florida,105345
1400000US12095016515,Census Tract 165.15; Orange County; Florida,-
1400000US12095016603,Census Tract 166.03; Orange County; Florida,110375
1400000US12095016604,Census Tract 166.04; Orange County; Florida,89331
1400000US12095016605,Census Tract 166.05; Orange County; Florida,58399
1400000US12095016606,Census Tract 166.06; Orange County; Florida,159792
1400000US12095016607,Census Tract 166.07; Orange County; Florida,79896
1400000US12095016709,Census Tract 167.09; Orange County; Florida,73403
1400000US12095016710,Census Tract 167.10; Orange County; Florida,80396
1400000US12095016713,Census Tract 167.13; Orange County; Florida,64174
1400000US12095016714,Census Tract 167.14; Orange County; Florida,84022
1400000US12095016715,Census Tract 167.15; Orange County; Florida,78151
1400000US12095016716,Census Tract 167.16; Orange County; Florida,101332
1400000US12095016717,Census Tract 167.17; Orange County; Florida,109886
1400000US12095016723,Census Tract 167.23; Orange County; Florida,82500
1400000US12095016724,Census Tract 167.24; Orange County; Florida,53911
1400000US12095016728,Census Tract 167.28; Orange County; Florida,92870
1400000US12095016731,Census Tract 167.31; Orange County; Florida,90625
1400000US12095016733,Census Tract 167.33; Orange County; Florida,49348
1400000US12095016735,Census Tract 167.35; Orange County; Florida,111923
1400000US12095016736,Census Tract 167.36; Orange County; Florida,125536
1400000US12095016737,Census Tract 167.37; Orange County; Florida,113434
1400000US12095016738,Census Tract 167.38; Orange County; Florida,54363
1400000US12095016739,Census Tract 167.39; Orange County; Florida,52620
1400000US12095016740,Census Tract 167.40; Orange County; Florida,62369
1400000US12095016741,Census Tract 167.41; Orange County; Florida,54653
1400000US12095016742,Census Tract 167.42; Orange County; Florida,62672
1400000US12095016743,Census Tract 167.43; Orange County; Florida,103555
1400000US12095016744,Census Tract 167.44; Orange County; Florida,75640
1400000US12095016745,Census Tract 167.45; Orange County; Florida,91784
1400000US12095016746,Census Tract 167.46; Orange County; Florida,99959
1400000US12095016747,Census Tract 167.47; Orange County; Florida,141134
1400000US12095016748,Census Tract 167.48; Orange County; Florida,119441
1400000US12095016749,Census Tract 167.49; Orange County; Florida,124517
1400000US12095016750,Census Tract 167.50; Orange County; Florida,113182
1400000US12095016751,Census Tract 167.51; Orange County; Florida,124412
1400000US12095016752,Census Tract 167.52; Orange County; Florida,105000
1400000US12095016753,Census Tract 167.53; Orange County; Florida,92722
1400000US12095016754,Census Tract 167.54; Orange County; Florida,56863
1400000US12095016755,Census Tract 167.55; Orange County; Florida,99327
1400000US12095016756,Census Tract 167.56; Orange County; Florida,150532
1400000US12095016802,Census Tract 168.02; Orange County; Florida,113702
1400000US12095016803,Census Tract 168.03; Orange County; Florida,73750
1400000US12095016804,Census Tract 168.04; Orange County; Florida,84968
1400000US12095016808,Census Tract 168.08; Orange County; Florida,102423
1400000US12095016809,Census Tract 168.09; Orange County; Florida,53523
1400000US12095016810,Census Tract 168.10; Orange County; Florida,94510
1400000US12095016811,Census Tract 168.11; Orange County; Florida,107332
1400000US12095016812,Census Tract 168.12; Orange County; Florida,73178
1400000US12095016813,Census Tract 168.13; Orange County; Florida,71038
1400000US12095016814,Census Tract 168.14; Orange County; Florida,60714
1400000US12095016902,Census Tract 169.02; Orange County; Florida,50907
1400000US12095016904,Census Tract 169.04; Orange County; Florida,45188
1400000US12095016906,Census Tract 169.06; Orange County; Florida,31566
1400000US12095016907,Census Tract 169.07; Orange County; Florida,46378
1400000US12095016908,Census Tract 169.08; Orange County; Florida,58036
1400000US12095016909,Census Tract 169.09; Orange County; Florida,74048
1400000US12095016910,Census Tract 169.10; Orange County; Florida,63904
1400000US12095016911,Census Tract 169.11; Orange County; Florida,58333
1400000US12095017001,Census Tract 170.01; Orange County; Florida,74674
1400000US12095017004,Census Tract 170.04; Orange County; Florida,59269
1400000US12095017006,Census Tract 170.06; Orange County; Florida,84236
1400000US12095017011,Census Tract 170.11; Orange County; Florida,76378
1400000US12095017012,Census Tract 170.12; Orange County; Florida,118359
1400000US12095017013,Census Tract 170.13; Orange County; Florida,77727
1400000US12095017015,Census Tract 170.15; Orange County; Florida,122640
1400000US12095017018,Census Tract 170.18; Orange County; Florida,72273
1400000US12095017019,Census Tract 170.19; Orange County; Florida,52367
1400000US12095017020,Census Tract 170.20; Orange County; Florida,78422
1400000US12095017021,Census Tract 170.21; Orange County; Florida,94330
1400000US12095017022,Census Tract 170.22; Orange County; Florida,55627
1400000US12095017023,Census Tract 170.23; Orange County; Florida,46969
1400000US12095017024,Census Tract 170.24; Orange County; Florida,75474
1400000US12095017025,Census Tract 170.25; Orange County; Florida,104389
1400000US12095017026,Census Tract 170.26; Orange County; Florida,99274
1400000US12095017108,Census Tract 171.08; Orange County; Florida,108778
1400000US12095017109,Census Tract 171.09; Orange County; Florida,159821
1400000US12095017110,Census Tract 171.10; Orange County; Florida,98102
1400000US12095017111,Census Tract 171.11; Orange County; Florida,130745
1400000US12095017112,Census Tract 171.12; Orange County; Florida,113654
1400000US12095017113,Census Tract 171.13; Orange County; Florida,125559
1400000US12095017114,Census Tract 171.14; Orange County; Florida,118370
1400000US12095017115,Census Tract 171.15; Orange County; Florida,179063
1400000US12095017116,Census Tract 171.16; Orange County; Florida,181971
1400000US12095017117,Census Tract 171.17; Orange County; Florida,120325
1400000US12095017118,Census Tract 171.18; Orange County; Florida,129167
1400000US12095017119,Census Tract 171.19; Orange County; Florida,121719
1400000US12095017120,Census Tract 171.20; Orange County; Florida,176580
1400000US12095017121,Census Tract 171.21; Orange County; Florida,94732
1400000US12095017122,Census Tract 171.22; Orange County; Florida,119761
1400000US12095017123,Census Tract 171.23; Orange County; Florida,155057
1400000US12095017200,Census Tract 172; Orange County; Florida,118194
1400000US12095017301,Census Tract 173.01; Orange County; Florida,69779
1400000US12095017302,Census Tract 173.02; Orange County; Florida,72317
1400000US12095017401,Census Tract 174.01; Orange County; Florida,105261
1400000US12095017402,Census Tract 174.02; Orange County; Florida,51774
1400000US12095017503,Census Tract 175.03; Orange County; Florida,58578
1400000US12095017504,Census Tract 175.04; Orange County; Florida,75140
1400000US12095017505,Census Tract 175.05; Orange County; Florida,105625
1400000US12095017506,Census Tract 175.06; Orange County; Florida,100819
1400000US12095017600,Census Tract 176; Orange County; Florida,39777
1400000US12095017701,Census Tract 177.01; Orange County; Florida,99722
1400000US12095017702,Census Tract 177.02; Orange County; Florida,107500
1400000US12095017703,Census Tract 177.03; Orange County; Florida,41905
1400000US12095017805,Census Tract 178.05; Orange County; Florida,104375
1400000US12095017806,Census Tract 178.06; Orange County; Florida,109492
1400000US12095017807,Census Tract 178.07; Orange County; Florida,61115
1400000US12095017808,Census Tract 178.08; Orange County; Florida,101371
1400000US12095017809,Census Tract 178.09; Orange County; Florida,81302
1400000US12095017810,Census Tract 178.10; Orange County; Florida,109157
1400000US12095017811,Census Tract 178.11; Orange County; Florida,126076
1400000US12095017812,Census Tract 178.12; Orange County; Florida,106974
1400000US12095017813,Census Tract 178.13; Orange County; Florida,121250
1400000US12095017814,Census Tract 178.14; Orange County; Florida,148806
1400000US12095017901,Census Tract 179.01; Orange County; Florida,108297
1400000US12095017902,Census Tract 179.02; Orange County; Florida,72800
1400000US12095018000,Census Tract 180; Orange County; Florida,41302
1400000US12095018100,Census Tract 181; Orange County; Florida,67125
1400000US12095018201,Census Tract 182.01; Orange County; Florida,136541
1400000US12095018202,Census Tract 182.02; Orange County; Florida,128086
1400000US12095018203,Census Tract 182.03; Orange County; Florida,59014
1400000US12095018204,Census Tract 182.04; Orange County; Florida,74104
1400000US12095018300,Census Tract 183; Orange County; Florida,30538
1400000US12095018400,Census Tract 184; Orange County; Florida,69978
1400000US12095018500,Census Tract 185; Orange County; Florida,58981
1400000US12095018700,Census Tract 187; Orange County; Florida,32150
1400000US12095018800,Census Tract 188; Orange County; Florida,82265
1400000US12095018901,Census Tract 189.01; Orange County; Florida,39873
1400000US12095018902,Census Tract 189.02; Orange County; Florida,90833
1400000US12095019000,Census Tract 190; Orange County; Florida,67596
1400000US12095990000,Census Tract 9900; Orange County; Florida,-
1400000US12097040801,Census Tract 408.01; Osceola County; Florida,94766
1400000US12097040805,Census Tract 408.05; Osceola County; Florida,92154
1400000US12097040806,Census Tract 408.06; Osceola County; Florida,77153
1400000US12097040807,Census Tract 408.07; Osceola County; Florida,90000
1400000US12097040808,Census Tract 408.08; Osceola County; Florida,93170
1400000US12097040809,Census Tract 408.09; Osceola County; Florida,60186
1400000US12097040810,Census Tract 408.10; Osceola County; Florida,60795
1400000US12097040811,Census Tract 408.11; Osceola County; Florida,63996
1400000US12097040812,Census Tract 408.12; Osceola County; Florida,88690
1400000US12097040901,Census Tract 409.01; Osceola County; Florida,76023
1400000US12097040903,Census Tract 409.03; Osceola County; Florida,50530
1400000US12097040904,Census Tract 409.04; Osceola County; Florida,62669
1400000US12097041003,Census Tract 410.03; Osceola County; Florida,73661
1400000US12097041004,Census Tract 410.04; Osceola County; Florida,95227
1400000US12097041005,Census Tract 410.05; Osceola County; Florida,41377
1400000US12097041006,Census Tract 410.06; Osceola County; Florida,79555
1400000US12097041101,Census Tract 411.01; Osceola County; Florida,57252
1400000US12097041102,Census Tract 411.02; Osceola County; Florida,65438
1400000US12097041301,Census Tract 413.01; Osceola County; Florida,65018
1400000US12097041302,Census Tract 413.02; Osceola County; Florida,60777
1400000US12097041501,Census Tract 415.01; Osceola County; Florida,71713
1400000US12097041502,Census Tract 415.02; Osceola County; Florida,75972
1400000US12097041600,Census Tract 416; Osceola County; Florida,69718
1400000US12097041700,Census Tract 417; Osceola County; Florida,48103
1400000US12097041800,Census Tract 418; Osceola County; Florida,42158
1400000US12097041900,Census Tract 419; Osceola County; Florida,41019
1400000US12097042000,Census Tract 420; Osceola County; Florida,55975
1400000US12097042100,Census Tract 421; Osceola County; Florida,63645
1400000US12097042201,Census Tract 422.01; Osceola County; Florida,47125
1400000US12097042202,Census Tract 422.02; Osceola County; Florida,39390
1400000US12097042300,Census Tract 423; Osceola County; Florida,44081
1400000US12097042400,Census Tract 424; Osceola County; Florida,66797
1400000US12097042500,Census Tract 425; Osceola County; Florida,79531
1400000US12097042601,Census Tract 426.01; Osceola County; Florida,70375
1400000US12097042603,Census Tract 426.03; Osceola County; Florida,60634
1400000US12097042604,Census Tract 426.04; Osceola County; Florida,38971
1400000US12097042701,Census Tract 427.01; Osceola County; Florida,48774
1400000US12097042702,Census Tract 427.02; Osceola County; Florida,58537
1400000US12097042800,Census Tract 428; Osceola County; Florida,90220
1400000US12097042901,Census Tract 429.01; Osceola County; Florida,41635
1400000US12097042902,Census Tract 429.02; Osceola County; Florida,43229
1400000US12097042903,Census Tract 429.03; Osceola County; Florida,57977
1400000US12097042904,Census Tract 429.04; Osceola County; Florida,79151
